molecule_chembl_id,canonical_smiles,standard_value,standard_units,molecule_pref_name
CHEMBL203000,N#Cc1cnc(Nc2ccnc(N)n2)s1,557.0,nM,
CHEMBL380735,N#Cc1cnc(Nc2cc(N3CCN(CCN4CCCC4)CC3)ncn2)s1,11.0,nM,
CHEMBL204700,N#Cc1cnc(Nc2cc(N3CCN(CCCN4CCOCC4)CC3)ncn2)s1,23.0,nM,
CHEMBL204446,N#Cc1cnc(Nc2cc(N3CCN(CCN4CCOCC4)CC3)ncn2)s1,19.0,nM,
CHEMBL379896,COCCN1CCN(c2cc(Nc3ncc(C#N)s3)ncn2)CC1,22.0,nM,
CHEMBL203907,N#Cc1cnc(Nc2cc(N3CCCNCC3)ncn2)s1,32.0,nM,
CHEMBL204163,N#Cc1cnc(Nc2cc(N3CCCC(N)CC3)ncn2)s1,15.0,nM,
CHEMBL381817,N#Cc1cnc(Nc2cc(N3CCC(N)C3)ncn2)s1,21.0,nM,
CHEMBL427025,N#Cc1cnc(Nc2cc(N3CCC(N)CC3)ncn2)s1,59.0,nM,
CHEMBL204867,CN1CCN(c2cc(Nc3ncc(C#N)s3)ncn2)CC1,23.0,nM,
CHEMBL380944,N#Cc1cnc(Nc2cc(N3CCNCC3)ncn2)s1,34.0,nM,
CHEMBL203585,CC(=O)N1CCN(c2cc(Nc3ncc(C#N)s3)ncn2)CC1,44.0,nM,
CHEMBL101253,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,54.0,nM,VATALANIB
CHEMBL101253,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,21.0,nM,VATALANIB
CHEMBL203056,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(Cl)cc2)o1,250.0,nM,
CHEMBL202011,O=C(Nc1cnc2ccccc2c1)c1ccccc1NCc1ccncc1,15.0,nM,
CHEMBL153843,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,32.0,nM,
CHEMBL24828,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,22.0,nM,VANDETANIB
CHEMBL203056,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(Cl)cc2)o1,570.0,nM,
CHEMBL202011,O=C(Nc1cnc2ccccc2c1)c1ccccc1NCc1ccncc1,50.0,nM,
CHEMBL153843,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,90.0,nM,
CHEMBL382672,Cn1cnc(NCCc2ccc3c(c2)OCO3)c1-c1nnc(Nc2ccc(Cl)cc2)o1,960.0,nM,
CHEMBL204874,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(Cl)c(Cl)c2)o1,180.0,nM,
CHEMBL203796,COc1cccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)c1,130.0,nM,
CHEMBL203789,Cc1cccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)c1,710.0,nM,
CHEMBL206538,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2cccc(OC(F)(F)F)c2)o1,46.0,nM,
CHEMBL380131,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(C(F)(F)F)cc2)o1,73.0,nM,
CHEMBL383255,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(OC(F)(F)F)cc2)o1,93.0,nM,
CHEMBL205884,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(OC(F)(F)Cl)cc2)o1,130.0,nM,
CHEMBL203119,CC(C)c1ccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)cc1,440.0,nM,
CHEMBL203731,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(C(C)(C)C)cc2)o1,380.0,nM,
CHEMBL205463,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(Br)cc2)o1,730.0,nM,
CHEMBL202892,Cn1cnc(NCc2ccncc2)c1-c1nnc(NCc2ccc3c(c2)OCO3)o1,140.0,nM,
CHEMBL379908,Cc1ccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)c(F)c1,260.0,nM,
CHEMBL205127,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(Cl)c(C(F)(F)F)c2)o1,43.0,nM,
CHEMBL378592,COc1ccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)cc1OC,52.0,nM,
CHEMBL202892,Cn1cnc(NCc2ccncc2)c1-c1nnc(NCc2ccc3c(c2)OCO3)o1,270.0,nM,
CHEMBL379908,Cc1ccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)c(F)c1,640.0,nM,
CHEMBL205127,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(Cl)c(C(F)(F)F)c2)o1,100.0,nM,
CHEMBL378592,COc1ccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)cc1OC,93.0,nM,
CHEMBL204874,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(Cl)c(Cl)c2)o1,260.0,nM,
CHEMBL203796,COc1cccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)c1,64.0,nM,
CHEMBL206538,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2cccc(OC(F)(F)F)c2)o1,130.0,nM,
CHEMBL380131,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(C(F)(F)F)cc2)o1,82.0,nM,
CHEMBL383255,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(OC(F)(F)F)cc2)o1,66.0,nM,
CHEMBL205884,Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(OC(F)(F)Cl)cc2)o1,96.0,nM,
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,88.0,nM,STAUROSPORINE
CHEMBL380316,Clc1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1,48.0,nM,
CHEMBL206658,Cc1cc2cc(Nc3nnc(-c4cccc5cnccc45)c4ccccc34)ccc2[nH]1,230.0,nM,
CHEMBL380508,Cc1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)c(F)c1,430.0,nM,
CHEMBL383616,FC(F)(F)c1cc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)ccc1Cl,120.0,nM,
CHEMBL205823,Clc1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1Cl,110.0,nM,
CHEMBL203438,c1cc(-c2nnc(Nc3ccc(N4CCOCC4)cc3)c3ccccc23)c2ccncc2c1,390.0,nM,
CHEMBL202998,Cc1cccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)c1,270.0,nM,
CHEMBL382818,FC(F)(Cl)Oc1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1,79.0,nM,
CHEMBL203346,CC(C)c1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1,17.0,nM,
CHEMBL206536,CC(C)(C)c1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1,75.0,nM,
CHEMBL101253,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,54.0,nM,VATALANIB
CHEMBL382478,O=C(Nc1ccc(-c2ccccc2)cc1)c1ccccc1Cn1ccc2ncnc-2c1,690.0,nM,
CHEMBL382584,O=C(Nc1ccc(Br)cc1)c1ccccc1Cn1ccc2ncnc-2c1,380.0,nM,
CHEMBL203063,O=C(Nc1ccc(Br)cc1)c1ccccc1Cn1ccc2cnccc21,440.0,nM,
CHEMBL203167,O=C(Nc1ccc2c(c1)OCO2)c1ccccc1Cn1ccc2ncnc-2c1,230.0,nM,
CHEMBL425587,O=C(Nc1ccc2c(c1)OCO2)c1ccccc1Cn1ccc2cnccc21,130.0,nM,
CHEMBL206403,Cc1ccc(NC(=O)c2ccccc2Cn2ccc3ncnc-3c2)c(F)c1,210.0,nM,
CHEMBL206348,Cc1ccc(NC(=O)c2ccccc2Cn2ccc3cnccc32)c(F)c1,290.0,nM,
CHEMBL206185,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccccc1Cn1ccc2ncnc-2c1,440.0,nM,
CHEMBL437889,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccccc1Cn1ccc2cnccc21,310.0,nM,
CHEMBL205984,O=C(Nc1ccc(Cl)c(Cl)c1)c1ccccc1Cn1ccc2ncnc-2c1,56.0,nM,
CHEMBL204548,O=C(Nc1ccc(Cl)c(Cl)c1)c1ccccc1Cn1ccc2cnccc21,66.0,nM,
CHEMBL206279,O=C(Nc1ccc(N2CCOCC2)cc1)c1ccccc1Cn1ccc2ncnc-2c1,210.0,nM,
CHEMBL377081,O=C(Nc1ccc(N2CCOCC2)cc1)c1ccccc1Cn1ccc2cnccc21,280.0,nM,
CHEMBL202643,Cc1cccc(NC(=O)c2ccccc2Cn2ccc3ncnc-3c2)c1,350.0,nM,
CHEMBL202805,Cc1cccc(NC(=O)c2ccccc2Cn2ccc3cnccc32)c1,470.0,nM,
CHEMBL205413,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1ccccc1Cn1ccc2ncnc-2c1,95.0,nM,
CHEMBL205610,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1ccccc1Cn1ccc2cnccc21,73.0,nM,
CHEMBL204099,CC(C)c1ccc(NC(=O)c2ccccc2Cn2ccc3ncnc-3c2)cc1,110.0,nM,
CHEMBL203243,CC(C)c1ccc(NC(=O)c2ccccc2Cn2ccc3cnccc32)cc1,87.0,nM,
CHEMBL380932,CC(C)(C)c1ccc(NC(=O)c2ccccc2Cn2ccc3ncnc-3c2)cc1,61.0,nM,
CHEMBL203965,CC(C)(C)c1ccc(NC(=O)c2ccccc2Cn2ccc3cnccc32)cc1,52.0,nM,
CHEMBL382855,O=C(Nc1ccc(Cl)cc1)c1ccccc1Cn1ccc2ncnc-2c1,47.0,nM,
CHEMBL203003,O=C(Nc1ccc(Cl)cc1)c1ccccc1Cn1ccc2cnccc21,92.0,nM,
CHEMBL202011,O=C(Nc1cnc2ccccc2c1)c1ccccc1NCc1ccncc1,15.0,nM,
CHEMBL153843,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,32.0,nM,
CHEMBL24828,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,22.0,nM,VANDETANIB
CHEMBL207842,CCOC(=O)c1cn2ncnc(Oc3ccc4[nH]ccc4c3)c2c1C,87.0,nM,
CHEMBL383671,COC(=O)c1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,17.0,nM,
CHEMBL205283,COC(=O)c1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3)c2c1C,78.0,nM,
CHEMBL381973,CCOC(=O)c1cn2ncnc(Oc3ccc4[nH]ccc4c3)c2c1C(C)C,470.0,nM,
CHEMBL377302,CCOC(=O)c1cn2ncnc(Oc3ccc4[nH]ccc4c3)c2c1CC,310.0,nM,
CHEMBL381104,COC(=O)c1cc2c(Oc3ccc4[nH]ccc4c3)ncnn2c1,210.0,nM,
CHEMBL380905,Cc1cc2c(F)c(Oc3ncnn4cc(O)c(C)c34)ccc2[nH]1,24.0,nM,
CHEMBL206545,Cc1cc2c(F)c(Oc3ncnn4cc(OCCCNS(C)(=O)=O)c(C)c34)ccc2[nH]1,66.0,nM,
CHEMBL383077,Cc1cc2c(F)c(Oc3ncnn4cc(OCCCS(C)(=O)=O)c(C)c34)ccc2[nH]1,70.0,nM,
CHEMBL205710,COC[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,42.0,nM,
CHEMBL427202,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@H](C)O)c(C)c34)ccc2[nH]1,40.0,nM,
CHEMBL377300,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,25.0,nM,BRIVANIB
CHEMBL380957,Cc1cc2c(F)c(Oc3ncnn4cc(OCCN5CC[C@H](O)C5)c(C)c34)ccc2[nH]1,24.0,nM,
CHEMBL206146,Cc1cc2c(F)c(Oc3ncnn4cc(OCCCN5CCCC5)c(C)c34)ccc2[nH]1,20.0,nM,
CHEMBL206145,Cc1cc2c(F)c(Oc3ncnn4cc(OCCC5CCN(C)CC5)c(C)c34)ccc2[nH]1,20.0,nM,
CHEMBL205142,Cc1cc2c(F)c(Oc3ncnn4cc(OCCCN5CCCCC5)c(C)c34)ccc2[nH]1,17.0,nM,
CHEMBL606964,COc1ccc(N2Cc3cnc(Nc4ccc(F)cc4)nc3N([C@@H]3CC[C@@H](O)C3)C2=O)cc1,50.0,nM,
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,88.0,nM,STAUROSPORINE
CHEMBL364411,Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2ccccc21,37.0,nM,
CHEMBL206627,Cn1cc(/C=C2\C(=O)NN=C2c2nccs2)c2cc3c(cc21)OCO3,32.0,nM,
CHEMBL380465,Cn1cc(/C=C2\C(=O)NN=C2c2nccs2)c2c(Br)cccc21,45.0,nM,
CHEMBL206463,Cn1cc(/C=C2\C(=O)NN=C2c2nccs2)c2cc(Cl)ccc21,59.0,nM,
CHEMBL381562,Cn1cc(/C=C2\C(=O)NN=C2c2nccs2)c2cc(F)ccc21,49.0,nM,
CHEMBL204334,Cn1cc(/C=C2\C(=O)NN=C2c2nccs2)c2ccccc21,46.0,nM,
CHEMBL207600,Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2cc3c(cc21)OCO3,17.0,nM,
CHEMBL383435,COc1cccc2c1c(/C=C1\C(=O)NN=C1c1cnccn1)cn2C,26.0,nM,
CHEMBL380915,Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2c(Br)cccc21,6.0,nM,
CHEMBL378403,Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2c(Cl)cccc21,9.0,nM,
CHEMBL208500,Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2c(F)cccc21,17.0,nM,
CHEMBL438970,COc1ccc2c(c1)c(/C=C1\C(=O)NN=C1c1cnccn1)cn2C,30.0,nM,
CHEMBL204726,Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2cc(Cl)ccc21,10.0,nM,
CHEMBL205097,Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2cc(F)ccc21,23.0,nM,
CHEMBL204678,Cc1cc(C)c(/C=C2\C(=O)NN=C2c2nccs2)[nH]1,63.0,nM,
CHEMBL101253,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,54.0,nM,VATALANIB
CHEMBL205421,FC(F)(F)c1cccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)c1,720.0,nM,
CHEMBL381577,FC(F)(F)c1cccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)c1,560.0,nM,
CHEMBL383334,FC(F)(F)c1cccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)c1,64.0,nM,
CHEMBL202011,O=C(Nc1cnc2ccccc2c1)c1ccccc1NCc1ccncc1,15.0,nM,
CHEMBL153843,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,32.0,nM,
CHEMBL24828,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,22.0,nM,VANDETANIB
CHEMBL383123,c1cnc(CCc2ccncc2)c(-c2nnc(NCc3ccc4c(c3)OCO4)o2)c1,85.0,nM,
CHEMBL382218,Cc1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1C(F)(F)F,87.0,nM,
CHEMBL382610,COc1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1OC,67.0,nM,
CHEMBL204621,Clc1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1Cl,790.0,nM,
CHEMBL205050,COc1cccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)c1,170.0,nM,
CHEMBL204425,Cc1cccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)c1,770.0,nM,
CHEMBL381293,FC(F)(F)Oc1cccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)c1,550.0,nM,
CHEMBL205639,FC(F)(F)Oc1cccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)c1,470.0,nM,
CHEMBL206123,FC(F)(F)Oc1cccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)c1,69.0,nM,
CHEMBL205244,FC(F)(F)c1ccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)cc1,440.0,nM,
CHEMBL207772,FC(F)(F)Oc1ccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)cc1,360.0,nM,
CHEMBL382142,FC(F)(Cl)Oc1ccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)cc1,440.0,nM,
CHEMBL208363,FC(F)(F)c1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1,290.0,nM,
CHEMBL383434,FC(F)(F)Oc1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1,350.0,nM,
CHEMBL205544,FC(F)(Cl)Oc1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1,220.0,nM,
CHEMBL381182,FC(F)(F)c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,58.0,nM,
CHEMBL380536,FC(F)(F)Oc1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,44.0,nM,
CHEMBL205502,FC(F)(Cl)Oc1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,31.0,nM,
CHEMBL383333,CC(C)(C)c1ccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)cc1,310.0,nM,
CHEMBL207975,CC(C)c1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1,250.0,nM,
CHEMBL204984,CC(C)(C)c1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1,190.0,nM,
CHEMBL377995,CC(C)c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,51.0,nM,
CHEMBL205325,CC(C)(C)c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,43.0,nM,
CHEMBL206136,c1cnc(CCc2ccncc2)c(-c2nnc(Nc3cnc4ccccc4c3)o2)c1,380.0,nM,
CHEMBL101253,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,21.0,nM,VATALANIB
CHEMBL383334,FC(F)(F)c1cccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)c1,110.0,nM,
CHEMBL202011,O=C(Nc1cnc2ccccc2c1)c1ccccc1NCc1ccncc1,50.0,nM,
CHEMBL153843,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,90.0,nM,
CHEMBL383123,c1cnc(CCc2ccncc2)c(-c2nnc(NCc3ccc4c(c3)OCO4)o2)c1,290.0,nM,
CHEMBL382218,Cc1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1C(F)(F)F,92.0,nM,
CHEMBL382610,COc1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1OC,110.0,nM,
CHEMBL204621,Clc1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1Cl,94.0,nM,
CHEMBL205050,COc1cccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)c1,290.0,nM,
CHEMBL381293,FC(F)(F)Oc1cccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)c1,760.0,nM,
CHEMBL205639,FC(F)(F)Oc1cccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)c1,860.0,nM,
CHEMBL206123,FC(F)(F)Oc1cccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)c1,110.0,nM,
CHEMBL205244,FC(F)(F)c1ccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)cc1,740.0,nM,
CHEMBL207772,FC(F)(F)Oc1ccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)cc1,510.0,nM,
CHEMBL382142,FC(F)(Cl)Oc1ccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)cc1,590.0,nM,
CHEMBL208363,FC(F)(F)c1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1,720.0,nM,
CHEMBL383434,FC(F)(F)Oc1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1,660.0,nM,
CHEMBL205544,FC(F)(Cl)Oc1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1,530.0,nM,
CHEMBL381182,FC(F)(F)c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,76.0,nM,
CHEMBL380536,FC(F)(F)Oc1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,51.0,nM,
CHEMBL205502,FC(F)(Cl)Oc1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,44.0,nM,
CHEMBL383333,CC(C)(C)c1ccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)cc1,520.0,nM,
CHEMBL207975,CC(C)c1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1,390.0,nM,
CHEMBL204984,CC(C)(C)c1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1,320.0,nM,
CHEMBL377995,CC(C)c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,75.0,nM,
CHEMBL205325,CC(C)(C)c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,63.0,nM,
CHEMBL205658,Cc1cc(C)c(/C=C2\C(=O)NN=C2c2ccoc2)[nH]1,157.0,nM,
CHEMBL380334,Cc1cc(C)c(/C=C2\C(=O)NN=C2c2cnccn2)[nH]1,43.0,nM,
CHEMBL377734,O=C(NC1CC1)c1cc(NCc2cnc(Nc3ccccn3)s2)c(F)cc1F,40.0,nM,
CHEMBL377734,O=C(NC1CC1)c1cc(NCc2cnc(Nc3ccccn3)s2)c(F)cc1F,23.0,nM,
CHEMBL212267,CNC(=O)c1cc(NCc2cnc(Nc3ccccn3)s2)c(F)cc1F,71.0,nM,
CHEMBL211060,O=C(NCCN1CCOCC1)c1ccc(F)c(NCc2cnc(Nc3ccccn3)s2)c1,85.0,nM,
CHEMBL208788,O=C(NCc1ccccn1)c1ccc(F)c(NCc2cnc(Nc3ccccn3)s2)c1,64.0,nM,
CHEMBL384909,O=C(NCc1ccccc1)c1ccc(F)c(NCc2cnc(Nc3ccccn3)s2)c1,17.0,nM,
CHEMBL208911,O=C(NC1CCCC1)c1ccc(F)c(NCc2cnc(Nc3ccccn3)s2)c1,110.0,nM,
CHEMBL209555,O=C(NC1CC1)c1ccc(F)c(CCc2cnc(Nc3ccccn3)s2)c1,14.0,nM,
CHEMBL379370,O=C(NC1CC1)c1ccc(F)c(NCc2cnc(Nc3ccccn3)s2)c1,29.0,nM,
CHEMBL212304,CNC(=O)c1ccc(F)c(NCc2cnc(Nc3ccccn3)s2)c1,30.0,nM,
CHEMBL207520,CNC(=O)c1cccc(NCc2cnc(Nc3ccccn3)s2)c1,280.0,nM,
CHEMBL379320,CNC(=O)c1cccc(CSc2cnc(Nc3ccccn3)s2)c1,88.0,nM,
CHEMBL379661,CONC(=O)c1cccc(CSc2cnc(Nc3ccccn3)s2)c1,74.0,nM,
CHEMBL365318,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C)o4)c(C(C)C)c23)c(F)cc1F,18.0,nM,
CHEMBL211460,COc1ccccc1N(C(=O)Oc1c(C)cccc1C)c1ccnc(Nc2ccc(N3CCN(C)CC3)cc2)n1,190.0,nM,
CHEMBL215847,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)cc1,420.0,nM,
CHEMBL213100,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1,640.0,nM,
CHEMBL442485,COc1ccc(OC)c(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c1,200.0,nM,
CHEMBL377481,Cc1cccc(C)c1OC(=O)N(c1ccc2ccccc2c1)c1ccnc(Nc2ccc(N3CCN(C)CC3)cc2)n1,130.0,nM,
CHEMBL209908,Cc1cccc(C)c1OC(=O)N(c1ccc(-c2ccccc2)cc1)c1ccnc(Nc2ccc(N3CCN(C)CC3)cc2)n1,590.0,nM,
CHEMBL215730,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)c(OC)c3)n2)c(OC)c1,140.0,nM,
CHEMBL385898,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(N4CCN(C)CC4)c(OC)c3)n2)c(OC)c1,170.0,nM,
CHEMBL211845,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)c(F)c3)n2)c(OC)c1,260.0,nM,
CHEMBL212721,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(OCCN(C)C)cc3)n2)c(OC)c1,220.0,nM,
CHEMBL214775,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(OCCCN(C)C)cc3)n2)c(OC)c1,230.0,nM,
CHEMBL212668,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(OCCN4CCN(C)CC4)cc3)n2)c(OC)c1,570.0,nM,
CHEMBL212143,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1,230.0,nM,
CHEMBL264803,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCN4CCOCC4)c(OC)c3)n2)c(OC)c1,170.0,nM,
CHEMBL379733,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(OCCN4CCCCC4)cc3)n2)c(OC)c1,350.0,nM,
CHEMBL379080,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(OCCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1,210.0,nM,
CHEMBL386760,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1,140.0,nM,
CHEMBL215289,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(OCCCN4CCN(C)CC4)c(F)c3)n2)c(OC)c1,590.0,nM,
CHEMBL215411,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(OCCCN4CCCCC4)c(F)c3)n2)c(OC)c1,620.0,nM,
CHEMBL427047,Cc1cccc(C)c1OC(=O)N(c1ccccc1)c1ccnc(Nc2ccc(N3CCN(C)CC3)cc2)n1,190.0,nM,
CHEMBL212899,c1csc(-c2n[nH]c3c2Cc2ccccc2-3)c1,930.0,nM,
CHEMBL212084,c1cn(Cc2ccc3c(c2)-c2[nH]nc(-c4ccsc4)c2C3)cn1,293.0,nM,
